timestamp,packets_per_sec,syn_ratio,avg_size,unique_ips,unique_port
1772466520.681421,193.0,0.0010362694300518134,337.19481865284973,17,22
1772466521.6847112,190.7,0.001048767697954903,334.0052438384898,17,23
1772466522.6883435,193.1,0.0010357327809425167,332.5334023821854,18,33
1772466523.6918035,187.5,0.0010666666666666667,333.50346666666667,16,31
1772466524.6954362,182.3,0.0010970927043335162,341.2819528250137,16,31
1772466525.6991405,180.1,0.001110494169905608,339.3731260410883,15,29
1772466526.7024179,184.3,0.0010851871947911015,336.4167118827998,18,32
1772466527.7059588,177.7,0.0,341.335396736072,17,29
1772466528.7087152,158.5,0.0006309148264984228,256.02586750788646,19,33
1772466529.7119539,156.8,0.0006377551020408163,257.43367346938777,21,37
1772466530.7157214,154.1,0.0006489292667099286,254.3582089552239,21,38
1772466531.7216692,153.7,0.0006506180871828237,259.83734547820427,20,37
1772466532.7246003,151.9,0.0006583278472679394,256.6589861751152,21,29
1772466533.7285693,163.8,0.0006105006105006105,254.6978021978022,23,31
1772466534.7327015,165.6,0.0006038647342995169,248.34541062801932,23,34
1772466535.7370741,167.7,0.0005963029218843172,248.94215861657722,25,37
1772466536.7404084,163.7,0.0006108735491753207,250.97434331093464,24,34
1772466537.7450304,169.9,0.0005885815185403178,245.56268393172454,25,35
1772466538.7502701,167.8,0.0,245.88796185935638,24,28
1772466539.7535913,166.8,0.0,244.37170263788968,22,26
1772466540.7570384,167.4,0.0,240.55137395459977,22,26
1772466541.7618024,173.0,0.0,243.79942196531792,25,29
1772466542.7663906,179.8,0.0,242.2964404894327,28,46
1772466543.7699459,168.4,0.0,243.10985748218528,25,42
1772466544.773216,168.8,0.0,247.04739336492892,22,38
1772466545.7777646,167.0,0.0,240.93592814371257,24,39
1772466546.7851927,164.8,0.0,244.7766990291262,25,40
1772466547.7912617,163.0,0.0,248.55828220858896,27,42
1772466548.7958913,160.7,0.0,246.41070317361545,27,43
