timestamp,packet_per_sec,syn_ratio,avg_size,unique_ips,unique_ports
1771853266.0495958,10.280274861413275,0.0136986301369863,451.9573002726679,10.0978526816164,12.608575446980332
1771860603.7267623,138.86195443846532,0.0,219.46660803431996,17.939298547593605,21.844113465813102
1771851776.5060155,7.644658780923202,0.0,434.70471193671153,6.751019363270626,9.64957831757726
1771852708.8010812,1.4114414628865173,0.0,210.30932635809677,1.0392747441697876,1.4531405160582818
1771851860.6721025,32.404182204538756,0.0,603.7632305391529,7.270312624427927,12.121960908722757
1771852768.9082708,0.12629998846418894,0.0,208.10012957600924,1.2073022882484539,1.4997291346357149
1771853540.5783005,12.667330137783951,0.0,411.08107927796055,11.081945625577116,15.883731860948489
1771861065.967581,205.51978431335135,0.0004819277108433,273.512458119845,17.997547646688954,17.839047841012064
1771852036.0075543,7.779594004974845,0.0,442.4688839062971,7.85975532855347,7.822552592949572
1771859433.2810438,96.23161682749038,0.0,191.19082726304143,13.032120279660276,13.850195854491151
1771852192.408465,39.970476123972865,0.0,753.5449952256661,16.220828801208423,18.330496598950756
1771853621.760895,317.3201209226799,0.0003155569580309,868.8449047459167,9.887431590658593,11.08657319533637
1771851911.7705762,16.357142466409694,0.0140845070422535,802.3677484442067,10.019082198063911,11.475887206546808
1771860654.861297,151.89127718832245,0.000659195781147,310.48052450006463,13.189831766614448,16.839098972418903
1771859567.6181908,101.9101436956067,0.0,207.86602747909743,11.810689135964916,13.330043074624687
1771852339.7786922,152.4515456804049,0.0019960079840319,772.1156354939499,17.911080234363133,40.19968791646646
1771861075.995643,191.79704608988203,0.0,327.70912813053445,13.237624663463425,12.985954483549355
1771852796.9781902,221.24624013717977,0.0009153318077803,1255.8274716830188,9.01497791000466,22.456018229663265
1771852758.889912,0.0,0.0,217.76514615275187,0.8117319038490045,1.6834677881938047
1771851260.428494,4.119399160610326,0.0,507.9777688417567,9.123253708806491,10.710367314354347
1771860459.3566043,160.77614585144735,0.0,339.38451414019994,20.04697931672775,23.005231220479676
1771852162.3310285,207.5983035018533,0.0014492753623188,1003.7759405869035,15.780540586798027,33.34879730954346
1771853391.2785614,8.3855509026491,0.0,493.00654672952663,5.199824217658123,8.23242656534968
1771851803.5570543,14.071330023341744,0.0,467.814063634233,8.745225850085099,17.032541400137788
1771860694.9924912,147.48951212858915,0.0,304.7640141192389,17.10761594642801,18.215914582411102
1771852753.8808997,1.2542003163961892,0.0,215.36096690585515,1.1858508408749056,1.2511796026945667
1771852905.2845414,8.950992231285678,0.0,413.62508604318134,10.853231114903405,12.560563294624702
1771852148.2887552,174.22238197841904,0.0067151650811415,774.1539276784836,26.08020965758402,68.06345812465601
1771851258.424441,8.650276557059586,0.0,482.5092820429641,9.881040639698682,9.861632521381548
1771861164.237602,163.07148793087038,0.0006105006105006,318.2053337747123,18.02946393134762,20.885338104300853
1771851205.317068,11.353736937946122,0.0,591.8192909562252,8.94417839596338,9.927615632951257
1771852276.5853934,19.647899836954082,0.0060240963855421,516.7928026230841,12.137361216284651,15.658475478668603
1771851832.61329,7.663313167643403,0.0,604.4490394947495,6.961815522422094,6.641910237543858
1771852271.574675,10.045973731816384,0.0,557.9244359417881,15.843253094981728,14.604574864814236
1771861374.8031414,123.46155316051389,0.0,205.28397644756996,8.018090013788576,8.759774474689166
1771860449.3196049,232.71236720876084,0.0012925463162429,487.2466903104963,19.772951940846553,30.6215778996767
1771853061.647855,7.721240459106811,0.0,379.634254648761,14.710735632542727,16.292682398009585
1771852771.913614,3.726674091930561,0.0,90.25011522149447,1.800630802971097,3.9257668207111434
1771851674.316351,16.77579573389298,0.0,358.72263852359305,9.045710803113273,9.653985365102796
1771851515.996245,32.389546740897345,0.0,686.4908867030474,9.84636993531808,16.281325899974348
1771860764.19397,168.13071467424774,0.0005941770647653,344.71179989092724,16.129969701192444,18.247111093591123
1771860501.4624088,101.77613917707555,0.0,214.11843839652485,16.72649424638573,17.11005344226872
1771859889.402533,156.98446236527752,0.0006459948320413,283.3004835755119,13.852593500443897,19.810283938509663
1771861195.3312335,167.96870907818413,0.0005980861244019,374.12789302542853,11.01813026410054,14.592032526791048
1771851944.8350024,5.448191524859359,0.0,493.9873148214684,7.217126411592215,7.884651713912272
1771860646.8405402,143.44251092527995,0.0006891798759476,258.2373241736922,21.957435247347988,29.242288770911074
1771860103.0641744,174.96462375209958,0.0,445.3412663202872,22.930969078196654,28.53806820423297
1771861242.4577477,112.578609283514,0.0,207.67743487503034,15.785394403428501,16.021932894695933
1771853005.5433364,8.15051144202837,0.0,452.40440259801824,9.082415857140187,12.090001429679644
1771852759.892002,0.0,0.0,220.2052212128216,0.9247592334220724,0.8627385452297116
1771860569.6338573,123.79685821837288,0.0,209.8817486314744,14.133000716920012,22.179256418625826
1771860542.5654175,101.3626128554749,0.0,205.58964233455723,17.12971173244263,21.008996052608065
1771860855.421536,140.17677207784098,0.0,199.4855090837319,11.276680510296666,13.059043375244821
1771860318.8793294,220.76579000245994,0.0008964589870013,398.1849704106444,19.92817126903552,33.922272613623136
1771858896.0821526,239.2485080665096,0.0008298755186721,520.4027711222604,16.033373253903047,22.810780940637414
1771852521.268459,56.02857136424507,0.0,1037.2339965527863,7.95306793536877,7.802208554971775
1771851263.434276,5.123074694677064,0.0,532.2549274726717,5.186565035382173,6.9050632779445404
1771853385.266583,8.852410473746037,0.0128205128205128,531.505929123006,8.772353406854693,9.905646061615634
1771861053.9305506,156.11189600397736,0.0006341154090044,255.70604253568547,13.531374026956176,16.840418552389444
1771851435.834286,10.098504215102627,0.0,418.73862985732114,11.17329446507694,12.811102936770276
1771851821.5917058,7.240775853237677,0.0,586.23688126536,4.93878008644519,4.931534782575539
1771852164.3362677,225.12343670975784,0.0013428827215756,931.6877745877224,16.010744328995095,32.764412738926964
1771859184.6635883,189.62513736395937,0.0,327.2052012269015,30.755983415041403,38.60927841795108
1771861189.3148427,163.21299510065276,0.0018281535648994,389.1673083125274,16.76881601228586,22.92127292300903
1771853310.1327295,7.253106357483968,0.0,487.0718393347646,6.364458280039758,5.856713450237224
1771851666.298972,29.189454500122054,0.0,550.2478565556547,11.895090032063134,13.576574125820082
1771860397.1439288,176.0002204174534,0.0,294.79149911926663,9.633850862417338,13.140271966675643
1771851970.8843,3.325326911364133,0.0,502.6794568718418,8.217092413414937,5.919911394230755
1771860034.8086426,172.5623028861026,0.0011560693641618,278.9988625328159,17.21615219558858,18.830390659917946
1771851552.066243,10.958380583113,0.0,531.4351923463732,10.147124826314752,8.066411028638925
1771852868.1932516,262.97943309995577,0.0042177914110429,1477.8112191852713,15.267930462289378,35.37110200086589
1771860618.7674785,124.04294738224893,0.0,239.45658041531505,12.930347164985722,19.48644846799429
1771852139.251856,277.2172678000874,0.0065406976744186,1098.4594919147332,36.071906102610896,98.26005601280097
1771853251.0212228,5.964605381300572,0.0517241379310344,425.36755455380126,9.824323371467653,12.962285155865594
1771859824.2321367,182.2323878117077,0.0,323.7152087779762,16.102544359295297,18.05551262662746
